EHA_PtID,PtName,County,State,Lat,Lon,Pt_Own,OwType,Dam_Own,Type,EIA_PtID,FC_Dock,FcIssue,FcExpire,Mode,Pm_Type,Number_of_Units,CH_MW,CH_MWh,CH_Pf,CH_OpYear,PS_MW,PS_MWh,PS_Pf,PS_OpYear,Water,HUC,NID_ID,ReEDSPCA,NERC,BACode,Sector,Trans
hc0125_p01,American Falls,Power,ID,42.7792,-112.875,Idaho Power Co,Investor-Owned Utility,U S Bureau of Reclamation,HY,809,P-2736,27479,45712,,FERC License,3,92.4,316337.6,39.08181,1978,,,,,Snake River,1704020903,ID00274,16,WECC,IPCO,Electric Utility,Idaho Power Co
hc0126_p01,Monticello,"Napa, Solano",CA,38.5133,-122.104,Solano Irrigation District,Publicly Owned Utility,U S Bureau of Reclamation,HY,7646,P-2780,29610,47844,,FERC License,3,11.5,42541.82,42.22932,1983,,,,,Putah Creek,1802016205,CA10170,9,WECC,CISO,Electric Utility,Pacific Gas & Electric Co
hc0127_p01,Potholes East Canal Headworks,Grant,WA,46.9833,-119.258,PUD No 2 of Grant County,Publicly Owned Utility,U S Bureau of Reclamation,HY,7113,P-2840,30210,48483,,FERC License,1,6.6,20424.4,35.32655,1990,,,,,Potholes Reservoir,1702001509,WA00268,4,WECC,GCPD,Electric Utility,PUD No 2 of Grant County
hc0128_p01,Cascade,Valley,ID,44.5248,-116.048,Idaho Power Co,Investor-Owned Utility,U S Bureau of Reclamation,HY,813,P-2848,29629,47875,,FERC License,2,12.4,42931.71,39.52323,1983,,,,,North Fork Payette River,1705012305,ID00283,15,WECC,IPCO,Electric Utility,Idaho Power Co
hc0129_p01,Dry Falls Dam (Main Canal Headworks),Grant,WA,47.625,-119.292,Grand Coulee Project Hydroelectric Authority,Publicly Owned Utility,U S Bureau of Reclamation,HY,56698,P-2849,29901,48178,Canal/Conduit,FERC License,1,26.8,97561.25,41.55645,1987,,,,,Irrigation canal,1702001401,WA00261,4,WECC,AVA,Electric Utility,Avista Corp
hc0130_p01,Whiskeytown,Shasta,CA,40.5978,-122.539,City of Redding,Publicly Owned Utility,U S Bureau of Reclamation,HY,7189,P-2888,30380,48634,,FERC License,1,3.5,24301.53,79.26135,1986,,,,,Whiskeytown Lake,1802015401,CA10204,9,WECC,BANC,Electric Utility,WAPA-- Western Area Power Administration
hc0131_p01,Friant Hydro Facility,Fresno,CA,37,-119.696,Friant Power Authority,Publicly Owned Utility,U S Bureau of Reclamation,HY,50393,P-2892,30219,48453,Canal/Conduit,FERC License,4,37.5,75312.86,22.92629,1985,,,,,San Joaquin River,1804000613,CA10154,9,WECC,CISO,IPP Non-CHP,Pacific Gas & Electric Co
hc0131_p02,Friant Fishwater Release Powerhouse,Fresno and Madera,CA,36.9997,-119.706,FRIANT POWER AUTHORITY         (CA),Publicly Owned Utility,FRIANT POWER AUTHORITY         (CA),HY,,P-11068,33369,48453,Canal/Conduit,FERC License,1,0.51,,,1991,,,,,Friant-Kern Canal,1804000103,CA10154,9,WECC,,,
hc0132_p01,Russell D Smith,Franklin,WA,46.7458,-119.108,Grand Coulee Project Hydroelectric Authority,Publicly Owned Utility,U S Bureau of Reclamation,HY,56694,P-2926,29302,47538,Canal/Conduit,FERC License,1,6.1,15919.83,29.79233,1982,,,,,Irrigation canal,1702001603,WA00244,3,WECC,BPAT,Electric Utility,Bonneville Power Administration
hc0133_p01,Quincy Chute,Grant,WA,47.1667,-119.892,PUD No 2 of Grant County,Publicly Owned Utility,U S Bureau of Reclamation,HY,917,P-2937,30178,48422,Canal/Conduit,FERC License,1,9.4,31285.6,37.99378,1985,,,,,West Canal Of Columbia Basin,1702001506,,4,WECC,GCPD,Electric Utility,PUD No 2 of Grant County
hc0134_p01,Madera Canal (Site 980 65),Madera,CA,37.0553,-119.897,Madera-Chowchilla Water and Power Authority,Publicly Owned Utility,U S Bureau of Reclamation,HY,50322,P-2958,30105,48361,Canal/Conduit,FERC License,3,2.1,3581.65,19.46972,1985,,,,,Madera Canal,1804000102,,9,WECC,CISO,IPP Non-CHP,Pacific Gas & Electric Co
hc0135_p01,Mora Drop Hydroelectric Project,Ada,ID,43.4597,-116.473,Boise-Kuna Irrigation District,Publicly Owned Utility,U S Bureau of Reclamation,HY,56498,P-3403,29568,,Canal/Conduit,FERC Exemption,1,1.7,4263.46,28.6292,2006,,,,,Mora Canal,1705011406,,15,WECC,IPCO,IPP Non-CHP,Idaho Power Co
hc0136_p01,Island Park,Fremont,ID,44.419,-111.396,Fall River Rural Electricity,Cooperative,U S Bureau of Reclamation,HY,4204,P-2973,32430,50674,,FERC License,2,4.8,11762.76,27.9746,1994,,,,,"Henry's Fk, Snake River",1704020204,ID00272,16,WECC,BPAT,Electric Utility,Fall River Rural Elec Coop Inc
hc0137_p01,Garland Canal,Park,WY,44.7197,-108.87,Shoshone Irrigation District,Publicly Owned Utility,U S Bureau of Reclamation,HY,57551,P-3031,29863,48117,Canal/Conduit,FERC License,1,2.9,9396.09,36.98666,1983,,,,,Garland Irrigation Canal,1008001402,,21,WECC,PACE,IPP Non-CHP,WAPA-- Western Area Power Administration
hc0138_p01,Vallecito,La Plata,CO,37.3718,-107.579,"Ptarmigan Resources & Energy, Inc.",Private Non-utility,U S Bureau of Reclamation,HY,50206,P-3174,30589,48848,,FERC License,3,5.8,16074.58,31.63789,1989,,,,,Pine River,1408010114,CO01695,34,WECC,WACM,IPP Non-CHP,"La Plata Electric Assn, Inc"
hc0139_p01,Stony Gorge,Glenn,CA,39.5862,-122.533,City of Santa Clara,Publicly Owned Utility,U S Bureau of Reclamation,HY,7151,P-3193,30189,48422,,FERC License,2,5,11024.55,25.17021,1986,,,,,Stony Creek,1802011504,CA10194,9,WECC,CISO,Electric Utility,City of Santa Clara - (CA)
hc0140_p01,Summer Falls Power Plant,Grant,WA,47.5,-119.288,Grand Coulee Project Hydroelectric Authority,Publicly Owned Utility,U S Bureau of Reclamation,HY,56695,P-3295,29807,48056,Canal/Conduit,FERC License,2,92,375361.1,46.57548,1985,,,,,Irrigation canal,1702001403,WA01374,4,WECC,AVA,Electric Utility,Avista Corp
hc0141_p01,Tiber,Liberty,MT,48.32,-111.09,Tiber Montana LLC,Private Non-utility,U S Bureau of Reclamation,HY,56499,P-3574,35578,53839,,FERC License,1,7.5,49854.15,75.88151,2004,,,,,Marias River,1003020321,MT00579,18,WECC,WAUW,IPP Non-CHP,WAPA-- Western Area Power Administration
hc0142_p01,Ruedi,Eagle,CO,39.3623,-106.821,City of Aspen,Publicly Owned Utility,U S Bureau of Reclamation,HY,7458,P-3603,30562,48818,Run-of-river,FERC License,1,5,15211.18,34.72872,1985,,,,,Frying Pan Creek,1401000405,CO01664,33,WECC,PSCO,Electric Utility,"Holy Cross Electric Assn, Inc"
hc0143_p01,Echo Dam,Summit,UT,40.9646,-111.433,City of Bountiful,Publicly Owned Utility,U S Bureau of Reclamation,HY,4263,P-3755,31018,49274,,FERC License,3,4.4,8251.59,21.40823,1987,,,,,Weber River,1602010107,UT10120,26,WECC,PACE,Electric Utility,City of Bountiful
hc0144_p01,Sugarloaf Hydro Plant,Lake,CO,39.2527,-106.375,STS Hydropower Ltd,Private Non-utility,U S Bureau of Reclamation,HY,50435,P-3819,30268,48514,Canal/Conduit,FERC License,1,2.5,4931.76,22.51945,1985,,,,,USBR Mt. Elbert Conduit,1102000102,CO01669,33,WECC,PSCO,IPP Non-CHP,Public Service Co of Colorado
hc0145_p01,Eltopia Branch Canal 4.6,Franklin,WA,46.50178,-119.098,Grand Coulee Project Hydroelectric Authority,Publicly Owned Utility,U S Bureau of Reclamation,HY,56696,P-3842,29924,48209,Canal/Conduit,FERC License,1,2.2,7163.33,37.16962,1983,,,,,Irrigation canal,1702001605,WA00458,3,WECC,BPAT,Electric Utility,Bonneville Power Administration
hc0146_p01,Potholes East Canal 66.0,Franklin,WA,46.38217,-119.245,Grand Coulee Project Hydroelectric Authority,Publicly Owned Utility,U S Bureau of Reclamation,HY,56697,P-3843,29924,48209,Canal/Conduit,FERC License,1,2.3,7800.08,38.71392,1985,,,,,Irrigation canal,1702001606,WA00346,3,WECC,BPAT,Electric Utility,Bonneville Power Administration
hc0147_p01,Owyhee Dam Power Project,Malheur,OR,43.642,-117.241,"Gem, Owyhee and Ridgeview Irrigation Districts",Publicly Owned Utility,U S Bureau of Reclamation,HY,50361,P-4354,30806,49060,,FERC License,1,4.3,17021.24,45.18753,1985,,,,,Owyhee River,1705011007,OR00582,7,WECC,IPCO,IPP Non-CHP,Idaho Power Co
hc0148_p01,Tunnel 1 Power Project,Malheur,OR,43.6421,-117.232,"Gem, Owyhee and Ridgeview Irrigation Districts",Publicly Owned Utility,U S Bureau of Reclamation,HY,50362,P-4359,31466,49701,Canal/Conduit,FERC License,1,7,11613.71,18.93951,1993,,,,,North Canal Tunnel #1 (owyhee),1705011007,,7,WECC,IPCO,IPP Non-CHP,Idaho Power Co
hc0149_p01,Pine View Dam,Weber,UT,41.2545,-111.845,Weber-Box Elder Conservacy District,Publicly Owned Utility,U S Bureau of Reclamation,HY,7132,P-4597,30752,48999,Canal/Conduit,FERC License,1,1.8,5143.47,32.61967,1991,,,,,Ogden River,1602010203,UT10132,25,WECC,PACE,Electric Utility,PacifiCorp
hc0149_p02,Pioneer,Weber,UT,41.23463,-111.925,PacifiCorp,Investor-Owned Utility,U S Bureau of Reclamation,HY,3656,P-2722,36667,47722,Canal/Conduit,FERC License,2,5,16067.35,36.68345,1910,,,,,Ogden River,1602010203,UT10132,25,WECC,PACE,Electric Utility,PacifiCorp
hc0150_p01,Navajo Dam,"San Juan, Rio Ae Robe",NM,36.8058,-107.614,City of Farmington,Publicly Owned Utility,U S Bureau of Reclamation,HY,584,P-4720,31330,49578,Canal/Conduit,FERC License,2,30,92906.59,35.35258,1989,,,,,San Juan River,1408010119,NM00120,31,WECC,WACM,Electric Utility,City of Farmington - (NM)
hc0151_p01,Felt,Teton,ID,43.90749,-111.285,Fall River Rural Elec Coop Inc,Cooperative,U S Bureau of Reclamation,HY,6359,P-5089,30563,45165,Run-of-river,FERC License,4,7.4,20537.65,31.68217,1946,,,,,Teton River,1704020403,,16,WECC,PACE,Electric Utility,PacifiCorp
hc0152_p01,El Vado Dam,Rio Arriba,NM,36.5929,-106.734,Los Alamos County,Publicly Owned Utility,U S Bureau of Reclamation,HY,7593,P-5226,31346,49578,Run-of-river,FERC License,1,8,21922.06,31.28148,1988,,,,,Rio Chama,1302010207,NM10008,31,WECC,WACM,Electric Utility,Northern Rio Arriba E Coop Inc
hc0153_p01,Michell Butte Power Project,Malheur,OR,43.7714,-117.156,"Gem, Owyhee and Ridgeview Irrigation Districts",Publicly Owned Utility,U S Bureau of Reclamation,HY,50360,P-5357,31025,49274,Canal/Conduit,FERC License,2,1.8,4608.31,29.22571,1989,,,,,Mitchell Butte Canal,1705011007,,7,WECC,IPCO,IPP Non-CHP,Idaho Power Co
hc0154_p01,Madera Canal Mile 24.2 Powerhouse,Madera,CA,37.0753,-119.989,Madera-Chowchilla Water and Power Authority,Publicly Owned Utility,U S Bureau of Reclamation,HY,,P-5765,30562,48818,Canal/Conduit,FERC License,1,0.424,,,1986,,,,,Madera Canal,1804000704,,9,WECC,,,
hc0155_p01,High Line,Glenn,CA,39.7822,-122.292,City of Santa Clara,Publicly Owned Utility,U S Bureau of Reclamation,HY,7224,P-7252,30875,49121,Canal/Conduit,FERC License,1,0.53,2885,62.13923,1988,,,,,-99 (canal),1802011506,,9,WECC,,,
hc0156_p01,Cowiche,Yakima,WA,46.6931,-120.742,Yakima-Tieton Irrigation District,Publicly Owned Utility,U S Bureau of Reclamation,HY,50423,P-7337,30864,49121,Canal/Conduit,FERC License,1,1.7,3295.83,22.13155,1987,,,,,Tieton River,1703000203,,2,WECC,PACW,IPP Non-CHP,PacifiCorp
hc0157_p01,Orchard Avenue 1,Yakima,WA,46.5972,-120.679,Yakima-Tieton Irrigation District,Publicly Owned Utility,U S Bureau of Reclamation,HY,50421,P-7338,30864,49121,,FERC License,2,1.6,3020.82,21.55265,1987,,,,,Tieton River,1703000302,,2,WECC,PACW,IPP Non-CHP,PacifiCorp
hc0158_p01,Little Wood Hydro Project,Blaine,ID,43.425,-114.024,Littlewood Irrigation District,Publicly Owned Utility,U S Bureau of Reclamation,HY,54386,P-7427,30780,,,FERC Exemption,1,2.8,3847.76,15.68721,1985,,,,,"Little Wood River, To Big Wood",1704022106,ID00041,15,WECC,IPCO,IPP Non-CHP,Idaho Power Co
hc0159_p01,Mcgee Creek,Atoka,OK,34.3161,-95.874,McGee Creek Authority,Publicly Owned Utility,U S Bureau of Reclamation,HY,,P-8492,31581,49822,,FERC License,1,0.085,730,98.03922,1992,,,,,"McGee Creek, Muddy Boggy Creek",1114010305,OK22194,50,SPP,,,
hc0160_p01,Dietrich Drop,Lincoln,ID,42.8352,-114.267,CHI-IDAHO INC.(ID),Private Non-utility,U S Bureau of Reclamation,HY,10807,P-8909,31914,50156,Canal/Conduit,FERC License,1,4.8,13192.09,31.37388,1990,,,,,Milner-Gooding Canal,1704022109,,15,WECC,IPCO,IPP Non-CHP,Idaho Power Co
hc0161_p01,Mile 28 Water Power Project,Jerome,ID,42.7414,-114.162,Mi-28 Water Power Project LLC,Private Non-utility,U S Bureau of Reclamation,HY,54812,P-10552,33823,52074,Canal/Conduit,FERC License,2,1.4,4226.41,34.46192,1994,,,,,Milner-Gooding Canal,1704021201,,15,WECC,IPCO,IPP Non-CHP,Idaho Power Co
hc0162_p01,Arrowrock,Elmore,ID,43.59542,-115.923,Big Bend Irrigation District,Publicly Owned Utility,U S Bureau of Reclamation,HY,56997,P-4656,32589,50825,,FERC License,2,15,72270.33,55.00025,2010,,,,,Boise River,1705011206,ID00280,15,WECC,IPCO,IPP Non-CHP,Idaho Power Co
hc0163_p01,Siphon Drop,IMPERIAL,CA,32.77899,-114.634,Yuma County Water User's Association,Cooperative,,HY,57364,,,,Canal/Conduit,Reclamation Transferred,2,4.4,15429.78,40.0316,1987,,,,,All American Canal/Colorado Rv,1503010701,,10,WECC,WALC,IPP Non-CHP,WAPA-- Western Area Power Administration
hc0165_p01,Lower Turnbull Drop Project,Teton,MT,47.59838,-112.068,"Turnbull Hydro, LLC",Private Non-utility,U S Bureau of Reclamation,HY,57690,P-12597,38921,57157,Run-of-river,FERC License,1,7.7,16335.37,24.21777,2011,,,,,Spring Valley Canal,1003020504,,18,WECC,NWMT,IPP Non-CHP,NorthWestern Energy LLC - (MT)
hc0166_p01,Upper Turnbull Drop Project,Teton,MT,47.60511,-112.097,"Turnbull Hydro, LLC",Private Non-utility,U S Bureau of Reclamation,HY,57690,P-12598,38921,57157,Run-of-river,FERC License,1,5.3,11243.83,24.21777,2011,,,,,Spring Valley Canal,1003010407,,18,WECC,NWMT,IPP Non-CHP,NorthWestern Energy LLC - (MT)
hc0172_p01,Mary Taylor Hydroelectric Project,Teton,MT,47.60666,-111.949,Turnbull Hydro LLC,Private Non-utility,,HY,,P-14294,41083,,Canal/Conduit,FERC Exemption,1,0.89,1840,23.60064,,,,,,SUN RIVER,1003010408,,18,WECC,,,
hc0173_p01,C Drop,Klamath,OR,42.16593,-121.685,Klamath Irrigation District,Publicly Owned Utility,,HY,58470,,,,Canal/Conduit,Reclamation LOPP,1,1.1,2158,22.39518,2012,,,,,Irrigation Water,1801020409,,6,WECC,PACW,IPP Non-CHP,PacifiCorp
hc0174_p01,Humboldt River Hydropower Project,PershingÃƒâ€šÃ‚Â ,NV,40.4697,-118.308,Pershing County Water Conservation Dist,Publicly Owned Utility,U S Bureau of Reclamation,HY,,P-14327,41665,60263,Run-of-river,FERC License,1,0.75,2900,44.14003,2014,,,,,HUMBOLDT RIVER,1604010810,NV10124,12,WECC,,,
hc0175_p01,Monroe Hydro,Jefferson,OR,44.4622,-121.247,"Monroe Hydro, LLC",Private Non-utility,,HY,,P-14430,41847,,Canal/Conduit,FERC Exemption,1,0.3,1004,38.20396,2015,,,,,North Unit Irrigation District Main Canal,1707030511,,5,WECC,,,
hc0176_p01,Kings River Siphon Powerhouse,Butte,CA,36.7638,-119.442,Orange Cove Irrigation District,Publicly Owned Utility,U S Bureau of Reclamation,HY,,P-9399,31982,50217,Canal/Conduit,FERC License,4,1.294,3700,32.64099,1990,,,,,Friant Kern Canal,1803001202,,9,WECC,,,
hc0177_p01,South Canal Hydro-1,Montrose,CO,38.48333,-107.755,Delta-Montrose Electric Association,Publicly Owned Utility,U S Bureau of Reclamation,HY,58783,,,,,Reclamation LOPP,1,4,15548.5,44.37357,2013,,,,,Gunnison River,1402000604,,34,WECC,WACM,IPP Non-CHP,Delta Montrose Electric Assn
hc0178_p01,South Canal Hydro-3,Montrose,CO,38.47028,-107.771,Delta-Montrose Electric Association,Publicly Owned Utility,U S Bureau of Reclamation,HY,58784,,,,,Reclamation LOPP,1,3.5,11064.5,36.08774,2013,,,,,Gunnison River,1402000604,,34,WECC,WACM,IPP Non-CHP,Delta Montrose Electric Assn
hc0179_p01,Carter Hydro,Larimer,CO,40.32417,-105.209,Northern Colorado Water Conservancy District,Publicly Owned Utility,U S Bureau of Reclamation,HY,58622,,,,,Reclamation LOPP,2,2.6,7442.67,32.67769,2012,,,,,Carter Lakes Res,1019000605,,33,WECC,WACM,Commercial Non-CHP,"Poudre Valley R  E  A, Inc"
hc0180_p01,Arizona Falls,Maricopa,AZ,33.48988,-111.959,Salt River Valley Water User's Association,Publicly Owned Utility,,HY,,,,,Canal/Conduit,Reclamation Transferred,1,0.75,,,1902,,,,,Arizona Canal,1506010603,,28,WECC,,,
hc0181_p01,Granby Dam,Grand,CO,40.1487,-105.867,Northern Water Conservancy District,Political subdivision,Bureau of Reclamation,HY,60119,,,,,Reclamation LOPP,1,1.2,4646.67,44.20348,2016,,,,,Colorado River,1401000103,CO01656,33,WECC,PSCO,Commercial Non-CHP,"Mountain Parks Electric, Inc"
hc0182_p01,Main Canal No. 6,Ada,ID,43.49047,-116.394,Boise Project Board of Control,Publicly Owned Utility,,HY,,P-5038,29877,,Canal/Conduit,FERC Exemption,3,1.055,,,,,,,,MAIN CANAL,1705011405,,15,WECC,,,
hc0183_p01,Esquatzel,Franklin,WA,46.3586,-119.257,"Green Energy Today, LLC",Private Non-utility,U S Bureau of Reclamation,HY,,P-12638,39600,,Run-of-river,FERC Exemption,1,0.9,5140,65.19533,,,,,,ESQUATZEL CANAL & COLUMBIA RIVER,1702001606,,3,WECC,,,
hc0184_p01,Fargo No. 1,Canyon,ID,43.62653,-116.896,Boise Project Board of Control,Publicly Owned Utility,,HY,58384,P-5042,29877,,Canal/Conduit,FERC Exemption,1,1.1,3871.83,40.18088,2013,,,,,Lake Lowell,1705010310,,15,WECC,IPCO,IPP Non-CHP,Idaho Power Co
hc0185_p01,Low Line No. 8,Canyon,ID,43.54526,-116.759,Boise Project Board of Control,Publicly Owned Utility,,HY,,P-5056,29877,,Canal/Conduit,FERC Exemption,1,0.385,1500,44.47607,,,,,,LOWLINE CANAL,1705010310,,15,WECC,,,
hc0186_p01,45-Mile Hydroelectric Project,Jefferson,OR,44.52897,-121.153,EBD Hydro LLC,Private Non-utility,,HY,58455,P-13817,40524,,Canal/Conduit,FERC Exemption,3,3,6790.75,25.83999,2015,,,,,North Unit Main Canal,1707030602,,5,WECC,PACW,IPP Non-CHP,PacifiCorp
hc0187_p01,Waldvogel Bluff,Boise,ID,43.37424,-116.514,Boise Project Board of Control,Publicly Owned Utility,,HY,,P-5043,29877,,Canal/Conduit,FERC Exemption,1,0.3,1140,43.379,,,,,,WALDVOGEL CANAL,1705010305,,15,WECC,,,
hc0188_p01,Fargo No. 2,Boise,ID,43.62496,-116.9,Boise Project Board of Control,Publicly Owned Utility,,HY,,P-5040,29877,,Canal/Conduit,FERC Exemption,1,0.175,,,1981,,,,,Deer Flat Lowline Canal,1705010310,,15,WECC,,,
hc0189_p01,Golden Gate,Canyon,ID,43.64164,-116.815,Boise Project Board of Control,Publicly Owned Utility,,HY,,P-5039,29877,,Canal/Conduit,FERC Exemption,4,0.7,2746.216,44.785,1981,,,,,Deer Flat Lowline Canal,1705011408,,15,WECC,,,
hc0190_p01,Arena Drop,Canyon,ID,43.71919,-116.961,Boise Project Board of Control,Publicly Owned Utility,,HY,,P-4858,29854,,Canal/Conduit,FERC Exemption,2,0.54,1647.284,34.82336,1981,,,,,Golden Gate Canal,1705010311,,15,WECC,,,
hc0191_p01,Main Canal No. 10,Boise,ID,43.50821,-116.577,Boise Project Board of Control,Publicly Owned Utility,,HY,,P-5041,29877,,Canal/Conduit,FERC Exemption,1,0.5,,,1981,,,,,New York Canal,1705011406,,15,WECC,,,
hc0192_p01,Grand Valley,Mesa,CO,39.10139,-108.346,Grand Valley Water Users Association,Publicly Owned Utility,,HY,,,,,Canal/Conduit,Reclamation LOPP,1,3,19350.6,73.63242,1938,,,,,Orchard Mesa Power Canal,1401000515,,33,WECC,,,
hc0193_p01,Jackson Gulch,Montezuma,CO,37.3986,-108.274,Mancos Water Conservancy District,Publicly Owned Utility,U S Bureau of Reclamation,HY,,,,,,Reclamation LOPP,1,0.254,152.63,6.859652,1995,,,,,West Mancos River,1408010701,CO01685,34,WECC,,,
hc0194_p01,Ridgway,Ouray,CO,38.2366,-107.759,Tri-County Water Conservancy District,Publicly Owned Utility,U S Bureau of Reclamation,HY,58901,,,,,Reclamation LOPP,2,8,20484.2,29.22974,2014,,,,,Ridgway Reservoir,1402000602,CO02706,34,WECC,WACM,IPP Non-CHP,"Tri-State G & T Assn, Inc"
hc0195_p01,Jordanelle,Wasatch,UT,40.59661,-111.424,Central Utah Water Conservancy District,Publicly Owned Utility,U S Bureau of Reclamation,HY,61853,,,,,Reclamation LOPP,2,13,48916.89,42.95477,2008,,,,,Provo River,1602020303,UT10204,26,WECC,PACE,Electric Utility,Heber Light & Power Company
hc0196_p01,Lemon,La Plata,CO,37.3819,-107.661,Florida Water Conservancy District,Publicly Owned Utility,U S Bureau of Reclamation,HY,,,,,,Reclamation LOPP,1,0.12,,,1988,,,,,Florida River,1408010407,CO01688,34,WECC,,,
hc0197_p01,South Canal Hydro-4,Montrose,CO,38.45383,-107.772,Uncompahgre Valley Water Users Association,Publicly Owned Utility,,HY,,,,,Canal/Conduit,Reclamation LOPP,1,4.8,15744,37.44292,2015,,,,,Gunnison River,1402000604,,34,WECC,,,
hc0198_p01,Shavano Falls Hydro,Montrose,CO,38.49198,-108.002,Uncompahgre Valley Water Users,Publicly Owned Utility,,HY,61189,,,,Canal/Conduit,Reclamation LOPP,1,2.8,7227.67,29.46702,2015,,,,,Montrose and Delta Canal,1402000605,,34,WECC,WACM,IPP Non-CHP,Delta Montrose Electric Assn
hc0199_p01,C.C. Craigin Dam and Powerplant,Coconino,AZ,34.5544,-111.184,"East, Quincy, and South, Columbia Basin Irrigation Districts",Publicly Owned Utility,U S Bureau of Reclamation,HY,,,,,,Reclamation Others,1,3,,,1965,,,,,East Clear Creek,1502000803,AZ00021,28,WECC,,,
